App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Descargas,Descargas2,Categoria,tamaño,tamaño2,Gratuito,tipo_contenido,Genero1,dias_sin_actualizar,meses_sin_actualizar,grupomeses,version_actual,grupoversiones,version_android,Genero2,media_inst_grp_ver,mediana_inst_grp_ver,med_versandroid
TripIt: Travel Organizer,TRAVEL_AND_LOCAL,4.4,49190.0,25M,1000000,Free,0.0,Everyone,Travel & Local,2018-06-15,7.5.0,5.0 and up,13.0,4.0,22.0,25000.0,3.0,1.0,1.0,25,2134,71.0,4.0,7,2.0,10,2.892857142857143,4,4,3.0
Daddyhunt: Gay Dating,SOCIAL,3.9,6450.0,14M,500000,Free,0.0,Mature 17+,Social,2018-01-22,1.3.5,4.0 and up,12.0,3.0,23.0,14000.0,3.0,1.0,2.0,26,2278,76.0,3.0,1,0.0,6,2.9078947368421053,2,2,3.0
foody Cyprus - online ordering,SHOPPING,4.5,214.0,1.8M,10000,Free,0.0,Everyone,Shopping,2018-02-27,"2,92",4.0.3 and up,9.0,2.0,27.0,1800.0,6.0,1.0,1.0,37,2242,75.0,2.0,2,1.0,7,3.3933333333333335,3,3,2.0
Skip-Bo™,GAME,4.4,33661.0,60M,100000,Paid,2.99,Everyone,Card,2018-08-03,3.4.6,4.1 and up,11.0,3.0,30.0,60000.0,5.0,0.0,1.0,29,2085,70.0,5.0,3,1.0,9,3.058139534883721,3,3,3.0
"PhotoGrid: Video & Pic Collage Maker, Photo Editor",PHOTOGRAPHY,4.6,7529865.0,Varies with device,100000000,Free,0.0,Everyone,Photography,2018-08-06,"6,71",Varies with device,17.0,5.0,29.0,0.0,6.0,1.0,1.0,43,2082,69.0,5.0,6,2.0,13,3.6265060240963853,4,4,4.0
Advanced Task Killer,PRODUCTIVITY,4.4,577059.0,1.5M,50000000,Free,0.0,Everyone,Productivity,2016-08-07,2.2.1B216,2.3.3 and up,16.0,5.0,15.0,1500.0,6.0,1.0,1.0,18,2811,94.0,2.0,2,1.0,5,2.7002237136465324,3,3,3.0
Adventure Time Game Wizard,GAME,4.1,4107.0,40M,50000,Paid,4.99,Everyone,Adventure,2015-07-16,1.2.0,4.1 and up,10.0,2.0,30.0,40000.0,4.0,0.0,1.0,32,3199,107.0,2.0,1,0.0,9,3.292307692307692,2,2,3.0
Anime et Manga Amino en Français,SOCIAL,4.8,3782.0,63M,50000,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up,10.0,2.0,23.0,63000.0,5.0,1.0,3.0,26,2106,70.0,5.0,1,0.0,7,2.9078947368421053,2,2,2.0
FP-safe,BUSINESS,0.0,0.0,2.6M,100,Free,0.0,Everyone,Business,2018-05-08,1,4.0.3 and up,5.0,0.0,2.0,2600.0,6.0,1.0,1.0,2,2172,72.0,4.0,1,0.0,7,1.6111111111111112,2,2,2.0
All Types DP & Status Maker,PHOTOGRAPHY,4.5,16.0,14M,1000,Free,0.0,Teen,Photography,2018-07-12,2.1.5,4.0.3 and up,7.0,1.0,29.0,14000.0,3.0,1.0,3.0,43,2107,70.0,5.0,2,1.0,7,3.6265060240963853,3,3,2.0
CP Installer App,BUSINESS,5.0,4.0,24M,100,Free,0.0,Everyone,Business,2018-07-24,5.1.1,4.1 and up,5.0,0.0,2.0,24000.0,3.0,1.0,1.0,2,2095,70.0,5.0,5,2.0,9,1.6111111111111112,4,4,3.0
iHoroscope - 2018 Daily Horoscope & Astrology,LIFESTYLE,4.5,398307.0,19M,10000000,Free,0.0,Everyone,Lifestyle,2018-07-25,Varies with device,Varies with device,15.0,5.0,3.0,19000.0,3.0,1.0,1.0,4,2094,70.0,5.0,100,2.0,13,2.1333333333333333,4,4,4.0
Ice Crush 10.000 B.C.,FAMILY,4.4,31.0,4.2M,100,Paid,0.99,Everyone,Casual,2013-08-15,"1,48",2.0 and up,5.0,0.0,12.0,4200.0,1.0,0.0,1.0,38,3899,130.0,0.0,1,0.0,2,3.396039603960396,2,2,2.0
Reisedealz.eu,SOCIAL,0.0,0.0,10M,10,Free,0.0,Everyone,Social,2015-09-24,1,4.0 and up,3.0,0.0,23.0,10000.0,2.0,1.0,1.0,26,3129,104.0,1.0,1,0.0,6,2.9078947368421053,2,2,3.0
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274.0,46M,5000000,Free,0.0,Everyone,Arcade,2018-07-09,Varies with device,4.1 and up,14.0,4.0,30.0,46000.0,5.0,1.0,1.0,42,2110,70.0,5.0,100,2.0,9,3.55188679245283,4,4,3.0
FINAL FANTASY V,FAMILY,4.5,15924.0,4.2M,100000,Paid,7.99,Teen,Role Playing,2017-03-15,1.2.1,4.0 and up,11.0,3.0,12.0,4200.0,1.0,0.0,3.0,36,2591,86.0,1.0,1,0.0,6,3.391891891891892,2,2,3.0
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056.0,9.8M,500000,Free,0.0,Everyone,Personalization,2018-07-25,6.7.24.2018,4.0.3 and up,12.0,3.0,7.0,9800.0,2.0,1.0,1.0,9,2094,70.0,5.0,6,2.0,7,2.373076923076923,4,4,2.0
Glam Doll Salon - Chic Fashion,FAMILY,4.0,93898.0,44M,10000000,Free,0.0,Everyone,Casual,2017-05-26,"1,1",4.1 and up,15.0,5.0,12.0,44000.0,4.0,1.0,1.0,38,2519,84.0,0.0,1,0.0,9,3.396039603960396,2,2,3.0
MLB At Bat,SPORTS,4.2,82882.0,Varies with device,5000000,Free,0.0,Everyone,Sports,2018-07-30,Varies with device,Varies with device,14.0,4.0,20.0,0.0,6.0,1.0,1.0,23,2089,70.0,5.0,100,2.0,13,2.823529411764706,4,4,4.0
Masha and The Bear Jam Day Match 3 games for kids,FAMILY,4.6,50060.0,98M,1000000,Free,0.0,Everyone,Puzzle;Brain Games,2018-08-07,1.4.83,4.1 and up,13.0,4.0,12.0,98000.0,5.0,1.0,1.0,35,2081,69.0,5.0,1,0.0,9,3.361963190184049,2,2,3.0
Bejeweled Blitz,FAMILY,4.2,222664.0,98M,10000000,Free,0.0,Everyone,Puzzle,2018-08-01,2.6.0.125,4.0.3 and up,15.0,5.0,12.0,98000.0,5.0,1.0,1.0,35,2087,70.0,5.0,2,1.0,7,3.361963190184049,3,3,2.0
Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,4.0,1320.0,8.6M,100000,Free,0.0,Everyone,Education,2018-06-03,4.1.0,4.1 and up,11.0,3.0,12.0,8600.0,2.0,1.0,1.0,3,2146,72.0,4.0,4,2.0,9,2.057603686635945,4,4,3.0
BlueJeans for Android,BUSINESS,3.9,1058.0,23M,500000,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0 and up,12.0,3.0,2.0,23000.0,3.0,1.0,1.0,2,2120,71.0,4.0,2,1.0,10,1.6111111111111112,3,3,3.0
RETRO Shocked DW-6000,PERSONALIZATION,5.0,13.0,500k,100,Paid,1.49,Everyone,Personalization,2017-04-04,"1,2",2.3 and up,5.0,0.0,7.0,500.0,6.0,0.0,1.0,9,2571,86.0,1.0,1,0.0,12,2.373076923076923,2,2,3.0
"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,4.6,3596.0,19M,100000,Free,0.0,Everyone,Finance,2018-07-20,"16,6",6.0 and up,11.0,3.0,8.0,19000.0,3.0,1.0,1.0,10,2099,70.0,5.0,16,2.0,2,2.4,4,4,2.0
Wi-Fi Master,TOOLS,4.5,3673.0,5.8M,500000,Free,0.0,Everyone,Tools,2018-07-24,1.2.1,4.1 and up,12.0,3.0,13.0,5800.0,1.0,1.0,1.0,15,2095,70.0,5.0,1,0.0,9,2.66,2,2,3.0
Book of AK-47,LIFESTYLE,3.8,6.0,3.4M,500,Free,0.0,Everyone,Lifestyle,2016-03-01,1.0.2,4.0.3 and up,6.0,0.0,3.0,3400.0,6.0,1.0,1.0,4,2970,99.0,1.0,1,0.0,7,2.1333333333333333,2,2,2.0
JONACK (D Story Teller),FAMILY,4.4,152.0,1.2M,10000,Free,0.0,Everyone,Entertainment,2015-11-28,1,2.2 and up,9.0,2.0,12.0,1200.0,6.0,1.0,1.0,17,3064,102.0,3.0,1,0.0,1,2.6990131578947367,2,2,2.0
bacterial vaginosis,MEDICAL,0.0,0.0,3.6M,10,Free,0.0,Teen,Medical,2018-03-26,1,4.0 and up,3.0,0.0,0.0,3600.0,1.0,1.0,3.0,0,2215,74.0,1.0,1,0.0,6,1.3285198555956679,2,2,3.0
Beach Volleyball 3D,SPORTS,4.2,43191.0,14M,5000000,Free,0.0,Everyone,Sports,2018-01-10,1.0.3,2.1 and up,14.0,4.0,20.0,14000.0,3.0,1.0,1.0,23,2290,76.0,3.0,1,0.0,4,2.823529411764706,2,2,2.0
Farming Simulator 18,GAME,4.5,18125.0,15M,100000,Paid,4.99,Everyone,Simulation;Education,2018-07-09,Varies with device,4.4 and up,11.0,3.0,30.0,15000.0,3.0,0.0,1.0,34,2110,70.0,5.0,100,2.0,11,3.350515463917526,4,4,3.0
Dollhouse Decorating Games,LIFESTYLE,4.1,18968.0,32M,5000000,Free,0.0,Teen,Lifestyle,2018-04-26,"5,1",4.1 and up,14.0,4.0,3.0,32000.0,4.0,1.0,3.0,4,2184,73.0,2.0,5,2.0,9,2.1333333333333333,4,4,3.0
Swift for Facebook Lite,SOCIAL,4.3,9562.0,5.8M,500000,Free,0.0,Teen,Social,2018-05-31,4.1.0,Varies with device,12.0,3.0,23.0,5800.0,1.0,1.0,3.0,26,2149,72.0,4.0,4,2.0,13,2.9078947368421053,4,4,4.0
Chictopia,LIFESTYLE,4.1,360.0,4.6M,10000,Free,0.0,Everyone,Lifestyle,2014-04-30,1.6.2,2.2 and up,9.0,2.0,3.0,4600.0,1.0,1.0,1.0,4,3641,121.0,2.0,1,0.0,1,2.1333333333333333,2,2,2.0
Codes for GTA San Andreas,FAMILY,3.8,12414.0,13M,1000000,Free,0.0,Everyone,Entertainment,2017-08-04,1.0.0,4.1 and up,13.0,4.0,12.0,13000.0,2.0,1.0,1.0,17,2449,82.0,1.0,1,0.0,9,2.6990131578947367,2,2,3.0
Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,13.0,15M,1000,Free,0.0,Teen,Personalization,2016-06-18,1,2.3.3 and up,7.0,1.0,7.0,15000.0,3.0,1.0,3.0,9,2861,95.0,3.0,1,0.0,5,2.373076923076923,2,2,3.0
DV Car Service,MAPS_AND_NAVIGATION,4.6,10.0,25M,100,Free,0.0,Everyone,Maps & Navigation,2017-08-09,1002,4.0.3 and up,5.0,0.0,18.0,25000.0,3.0,1.0,1.0,21,2444,81.0,1.0,10,2.0,7,2.7752293577981653,4,4,2.0
Planet of Cubes Survival Craft,FAMILY,3.9,475944.0,35M,10000000,Free,0.0,Everyone,Simulation,2018-06-26,4.5.4,4.1 and up,15.0,5.0,12.0,35000.0,4.0,1.0,1.0,34,2123,71.0,4.0,4,2.0,9,3.350515463917526,4,4,3.0
AC REMOTE UNIVERSAL-PRO,FAMILY,1.6,402.0,1.7M,100000,Free,0.0,Everyone,Entertainment,2015-12-11,1,2.2 and up,11.0,3.0,12.0,1700.0,6.0,1.0,1.0,17,3051,102.0,3.0,1,0.0,1,2.6990131578947367,2,2,2.0
DW Contacts widget,TOOLS,4.3,56.0,2.0M,1000,Paid,0.99,Everyone,Tools,2014-06-05,1.1.0.0,2.1 and up,7.0,1.0,13.0,2000.0,6.0,0.0,1.0,15,3605,120.0,0.0,1,0.0,4,2.66,2,2,2.0
Hambo,GAME,4.4,125578.0,17M,5000000,Free,0.0,Everyone,Action,2015-07-06,1.1.8,2.1 and up,14.0,4.0,30.0,17000.0,3.0,1.0,1.0,44,3209,107.0,2.0,1,0.0,4,3.6554621848739495,2,2,2.0
Camera Pro,PHOTOGRAPHY,4.1,7479.0,13M,1000000,Free,0.0,Everyone,Photography,2018-04-16,"5,4",4.0 and up,13.0,4.0,29.0,13000.0,2.0,1.0,1.0,43,2194,73.0,2.0,5,2.0,6,3.6265060240963853,4,4,3.0
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912.0,6.0M,10000000,Free,0.0,Everyone,Sports,2018-08-03,4.3.1,4.4 and up,15.0,5.0,20.0,6000.0,1.0,1.0,1.0,23,2085,70.0,5.0,4,2.0,11,2.823529411764706,4,4,3.0
Chinese Chess / Co Tuong,GAME,4.2,6947.0,20M,500000,Free,0.0,Everyone,Board,2017-10-25,2.7.7,2.3 and up,12.0,3.0,30.0,20000.0,3.0,1.0,1.0,13,2367,79.0,2.0,2,1.0,12,2.559322033898305,3,3,3.0
Flag of European Union,PERSONALIZATION,4.2,36.0,5.3M,1000,Free,0.0,Everyone,Personalization,2016-12-10,2,2.3.3 and up,7.0,1.0,7.0,5300.0,1.0,1.0,1.0,9,2686,90.0,2.0,2,1.0,5,2.373076923076923,3,3,3.0
Quiz DC,GAME,1.4,33.0,3.1M,1000,Free,0.0,Everyone,Trivia,2017-12-25,"1,1",4.1 and up,7.0,1.0,30.0,3100.0,6.0,1.0,1.0,7,2306,77.0,3.0,1,0.0,9,2.2955974842767297,2,2,3.0
Learn Italian with MosaLingua,FAMILY,4.7,1719.0,Varies with device,50000,Paid,4.99,Teen,Education,2018-05-31,Varies with device,Varies with device,10.0,2.0,12.0,0.0,6.0,0.0,3.0,3,2149,72.0,4.0,100,2.0,13,2.057603686635945,4,4,4.0
StartPage Private Search,LIFESTYLE,4.6,10198.0,2.2M,100000,Free,0.0,Everyone,Lifestyle,2017-08-21,"1,1",2.1 and up,11.0,3.0,3.0,2200.0,6.0,1.0,1.0,4,2432,81.0,1.0,1,0.0,4,2.1333333333333333,2,2,2.0
Zombie Death Shooter,GAME,3.8,17372.0,45M,1000000,Free,0.0,Mature 17+,Arcade,2015-08-08,"1,3",2.3 and up,13.0,4.0,30.0,45000.0,4.0,1.0,2.0,42,3176,106.0,3.0,1,0.0,12,3.55188679245283,2,2,3.0
Faceoff DP Battle App,FAMILY,4.8,38.0,6.7M,1000,Free,0.0,Everyone,Entertainment,2018-06-15,"5,2",4.4 and up,7.0,1.0,12.0,6700.0,1.0,1.0,1.0,17,2134,71.0,4.0,5,2.0,11,2.6990131578947367,4,4,3.0
B.T.,NEWS_AND_MAGAZINES,2.8,636.0,1.4M,100000,Free,0.0,Everyone,News & Magazines,2018-06-08,1.12.2,4.1 and up,11.0,3.0,11.0,1400.0,6.0,1.0,1.0,14,2141,71.0,4.0,1,0.0,9,2.620320855614973,2,2,3.0
Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,3.6,892.0,70M,50000,Paid,2.49,Everyone,Travel & Local,2018-08-01,"1,08",4.0 and up,10.0,2.0,22.0,70000.0,5.0,0.0,1.0,25,2087,70.0,5.0,1,0.0,6,2.892857142857143,2,2,3.0
Pharmacy CI - Pharmacies de garde Côte d'Ivoire,HEALTH_AND_FITNESS,4.5,5509.0,3.2M,100000,Free,0.0,Everyone,Health & Fitness,2018-07-03,4.7.0 Phoenix,4.0.3 and up,11.0,3.0,17.0,3200.0,6.0,1.0,1.0,20,2116,71.0,4.0,4,2.0,7,2.7560975609756095,4,4,2.0
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771.0,11M,10000000,Free,0.0,Teen,Entertainment,2018-07-15,2.13.5,4.1 and up,15.0,5.0,32.0,11000.0,2.0,1.0,3.0,17,2104,70.0,5.0,2,1.0,9,2.6990131578947367,3,3,3.0
Schulman B.V.,SHOPPING,4.0,6.0,20M,100,Free,0.0,Everyone,Shopping,2016-09-14,1,4.1 and up,5.0,0.0,27.0,20000.0,3.0,1.0,1.0,37,2773,92.0,0.0,1,0.0,9,3.3933333333333335,2,2,3.0
Seven - 7 Minute Workout Training Challenge,HEALTH_AND_FITNESS,4.5,75571.0,Varies with device,1000000,Free,0.0,Everyone,Health & Fitness,2018-08-03,7.2.5,Varies with device,13.0,4.0,17.0,0.0,6.0,1.0,1.0,20,2085,70.0,5.0,7,2.0,13,2.7560975609756095,4,4,4.0
Grabo.bg,SHOPPING,4.6,8175.0,3.2M,100000,Free,0.0,Everyone,Shopping,2018-04-05,3.2.3,4.0.3 and up,11.0,3.0,27.0,3200.0,6.0,1.0,1.0,37,2205,74.0,1.0,3,1.0,7,3.3933333333333335,3,3,2.0
The postal bank,FINANCE,3.7,36718.0,Varies with device,5000000,Free,0.0,Everyone,Finance,2018-07-16,Varies with device,Varies with device,14.0,4.0,8.0,0.0,6.0,1.0,1.0,10,2103,70.0,5.0,100,2.0,13,2.4,4,4,4.0
CF.lumen,TOOLS,4.4,4901.0,1.9M,100000,Free,0.0,Everyone,Tools,2017-02-09,"3,7",5.0 and up,11.0,3.0,13.0,1900.0,6.0,1.0,1.0,15,2625,88.0,0.0,3,1.0,10,2.66,3,3,3.0
Halloween Sandbox Number Coloring- Color By Number,FAMILY,4.4,289.0,19M,100000,Free,0.0,Everyone,Entertainment,2018-02-17,"1,2",4.1 and up,11.0,3.0,12.0,19000.0,3.0,1.0,1.0,17,2252,75.0,2.0,1,0.0,9,2.6990131578947367,2,2,3.0
Jurassic World™ Alive,FAMILY,4.3,308944.0,70M,5000000,Free,0.0,Everyone 10+,Simulation,2018-08-02,1.3.15,4.4 and up,14.0,4.0,12.0,70000.0,5.0,1.0,5.0,34,2086,70.0,5.0,1,0.0,11,3.350515463917526,2,2,3.0
CIA - Caller ID & Call Blocker,COMMUNICATION,4.0,60308.0,Varies with device,5000000,Free,0.0,Everyone,Communication,2018-06-22,Varies with device,Varies with device,14.0,4.0,21.0,0.0,6.0,1.0,1.0,24,2127,71.0,4.0,100,2.0,13,2.889502762430939,4,4,4.0
VAT check CY,BUSINESS,0.0,0.0,642k,100,Free,0.0,Everyone,Business,2013-05-18,1.0.16,1.6 and up,5.0,0.0,2.0,642.0,6.0,1.0,1.0,2,3988,133.0,0.0,1,0.0,0,1.6111111111111112,2,2,2.0
DQ Events,BUSINESS,2.3,41.0,20M,10000,Free,0.0,Everyone,Business,2017-12-20,"1,1",4.0 and up,9.0,2.0,2.0,20000.0,3.0,1.0,1.0,2,2311,77.0,3.0,1,0.0,6,1.6111111111111112,2,2,3.0
ADW Launcher 2,PERSONALIZATION,4.3,181399.0,Varies with device,10000000,Free,0.0,Everyone,Personalization,2017-12-08,Varies with device,Varies with device,15.0,5.0,7.0,0.0,6.0,1.0,1.0,9,2323,77.0,3.0,100,2.0,13,2.373076923076923,4,4,4.0
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917.0,5.7M,10000000,Free,0.0,Everyone,Photography,2018-06-11,2.2.93,4.0 and up,15.0,5.0,29.0,5700.0,1.0,1.0,1.0,43,2138,71.0,4.0,2,1.0,6,3.6265060240963853,3,3,3.0
SCM FPS Status,BUSINESS,4.2,123.0,3.3M,10000,Free,0.0,Everyone,Business,2018-04-28,"3,5",2.3 and up,9.0,2.0,2.0,3300.0,6.0,1.0,1.0,2,2182,73.0,2.0,3,1.0,12,1.6111111111111112,3,3,3.0
Educational Games for Kids,FAMILY,4.5,7050.0,24M,1000000,Free,0.0,Everyone,Educational;Education,2018-05-27,2,4.0 and up,13.0,4.0,12.0,24000.0,3.0,1.0,1.0,27,2153,72.0,4.0,2,1.0,6,2.9152542372881354,3,3,3.0
Tetrobot and Co.,FAMILY,4.5,709.0,18M,5000,Paid,2.99,Everyone,Puzzle,2015-04-20,1.1.2,2.3 and up,8.0,1.0,12.0,18000.0,3.0,0.0,1.0,35,3286,110.0,3.0,1,0.0,12,3.361963190184049,2,2,3.0
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4.2,33.0,8.0M,10000,Free,0.0,Everyone,Medical,2018-05-02,2.6.2,4.2 and up,9.0,2.0,0.0,8000.0,2.0,1.0,1.0,0,2178,73.0,2.0,2,1.0,8,1.3285198555956679,3,3,3.0
Ax 3 Domaines,SPORTS,4.5,12.0,23M,1000,Free,0.0,Everyone,Sports,2018-01-26,5.0.3,4.2 and up,7.0,1.0,20.0,23000.0,3.0,1.0,1.0,23,2274,76.0,3.0,5,2.0,8,2.823529411764706,4,4,3.0
Movement BE,SOCIAL,5.0,20.0,1.2M,100,Free,0.0,Teen,Social,2016-11-10,"1,2",4.4 and up,5.0,0.0,23.0,1200.0,6.0,1.0,3.0,26,2716,91.0,3.0,1,0.0,11,2.9078947368421053,2,2,3.0
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642.0,40M,100000,Free,0.0,Everyone,Health & Fitness,2017-03-11,"1,92",4.1 and up,11.0,3.0,17.0,40000.0,4.0,1.0,1.0,20,2595,86.0,1.0,1,0.0,9,2.7560975609756095,2,2,3.0
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478.0,6.1M,500000,Free,0.0,Everyone,Weather,2018-08-02,2.9.10,4.2 and up,12.0,3.0,28.0,6100.0,1.0,1.0,1.0,39,2086,70.0,5.0,2,1.0,8,3.4285714285714284,3,3,3.0
AMC Theatres,ENTERTAINMENT,4.3,44550.0,72M,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,6.18.3,5.0 and up,13.0,4.0,32.0,72000.0,5.0,1.0,1.0,17,2101,70.0,5.0,6,2.0,10,2.6990131578947367,4,4,3.0
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191.0,27M,500000,Free,0.0,Mature 17+,Dating,2018-07-12,0.0.73,4.1 and up,12.0,3.0,4.0,27000.0,4.0,1.0,2.0,5,2107,70.0,5.0,0,0.0,9,2.142857142857143,2,2,3.0
What's Your CS:GO rank?,GAME,2.3,278.0,2.4M,10000,Free,0.0,Teen,Trivia,2017-02-11,1,2.3 and up,9.0,2.0,30.0,2400.0,6.0,1.0,3.0,7,2623,87.0,2.0,1,0.0,12,2.2955974842767297,2,2,3.0
TV+,ENTERTAINMENT,4.2,98509.0,Varies with device,5000000,Free,0.0,Everyone,Entertainment,2018-06-28,Varies with device,Varies with device,14.0,4.0,32.0,0.0,6.0,1.0,1.0,17,2121,71.0,4.0,100,2.0,13,2.6990131578947367,4,4,4.0
Despegar.com Hotels and Flights,TRAVEL_AND_LOCAL,4.4,150932.0,27M,10000000,Free,0.0,Everyone,Travel & Local,2018-07-30,9.1.0,4.1 and up,15.0,5.0,22.0,27000.0,4.0,1.0,1.0,25,2089,70.0,5.0,9,2.0,9,2.892857142857143,4,4,3.0
CI Remote for Go,PRODUCTIVITY,4.6,20.0,Varies with device,100,Free,0.0,Everyone,Productivity,2018-07-02,Varies with device,Varies with device,5.0,0.0,15.0,0.0,6.0,1.0,1.0,18,2117,71.0,4.0,100,2.0,13,2.7002237136465324,4,4,4.0
Barca News - app for Barcelona FC Fans,SPORTS,4.5,207.0,4.5M,10000,Free,0.0,Everyone,Sports,2017-11-13,2.6.0,4.0 and up,9.0,2.0,20.0,4500.0,1.0,1.0,1.0,23,2348,78.0,2.0,2,1.0,6,2.823529411764706,3,3,3.0
San Andreas: Gang Crime V,GAME,4.1,2399.0,42M,100000,Free,0.0,Mature 17+,Action,2018-01-28,1.0.1,2.3 and up,11.0,3.0,30.0,42000.0,4.0,1.0,2.0,44,2272,76.0,3.0,1,0.0,12,3.6554621848739495,2,2,3.0
ZALORA Fashion Shopping,SHOPPING,4.2,142512.0,15M,10000000,Free,0.0,Everyone,Shopping,2018-07-25,6.2.0,4.1 and up,15.0,5.0,27.0,15000.0,3.0,1.0,1.0,37,2094,70.0,5.0,6,2.0,9,3.3933333333333335,4,4,3.0
Shoot Bubble - Fruit Splash,GAME,4.6,29445.0,29M,5000000,Free,0.0,Everyone,Casual,2018-05-11,14,4.0.3 and up,14.0,4.0,30.0,29000.0,4.0,1.0,1.0,38,2169,72.0,4.0,14,1.0,7,3.396039603960396,3,3,2.0
Used cars for sale - Trovit,AUTO_AND_VEHICLES,4.2,52530.0,7.0M,5000000,Free,0.0,Everyone,Auto & Vehicles,2018-07-16,4.47.3,4.0.3 and up,14.0,4.0,9.0,7000.0,1.0,1.0,1.0,11,2103,70.0,5.0,4,2.0,7,2.4857142857142858,4,4,2.0
DK Pittsburgh Sports,SPORTS,4.1,556.0,3.3M,10000,Free,0.0,Everyone,Sports,2018-07-26,3.0.5,4.2 and up,9.0,2.0,20.0,3300.0,6.0,1.0,1.0,23,2093,70.0,5.0,3,1.0,8,2.823529411764706,3,3,3.0
LOCX Applock Lock Apps & Photo,PRODUCTIVITY,4.5,208543.0,Varies with device,10000000,Free,0.0,Everyone,Productivity,2018-07-05,Varies with device,Varies with device,15.0,5.0,15.0,0.0,6.0,1.0,1.0,18,2114,70.0,5.0,100,2.0,13,2.7002237136465324,4,4,4.0
Clash of Clans,GAME,4.6,44893888.0,98M,100000000,Free,0.0,Everyone 10+,Strategy,2018-07-15,10.322.16,4.1 and up,17.0,5.0,30.0,98000.0,5.0,1.0,5.0,45,2104,70.0,5.0,10,2.0,9,3.7222222222222223,4,4,3.0
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624.0,6.0M,1000000,Free,0.0,Everyone,Video Players & Editors,2018-04-20,"1,9",4.0.3 and up,13.0,4.0,26.0,6000.0,1.0,1.0,1.0,33,2190,73.0,2.0,1,0.0,7,3.3275862068965516,2,2,2.0
Friendly for Facebook,SOCIAL,4.5,42621.0,23M,1000000,Free,0.0,Teen,Social,2018-08-07,2.1.05,4.4 and up,13.0,4.0,23.0,23000.0,3.0,1.0,3.0,26,2081,69.0,5.0,2,1.0,11,2.9078947368421053,3,3,3.0
Free coupons and vouchers,FINANCE,5.0,4.0,5.9M,100,Free,0.0,Everyone,Finance,2018-07-28,"1,5",4.4 and up,5.0,0.0,8.0,5900.0,1.0,1.0,1.0,10,2091,70.0,5.0,1,0.0,11,2.4,2,2,3.0
Facebook Ads Manager,BUSINESS,4.1,19051.0,Varies with device,1000000,Free,0.0,Everyone,Business,2018-08-01,99.0.0.35.75,4.1 and up,13.0,4.0,2.0,0.0,6.0,1.0,1.0,2,2087,70.0,5.0,99,2.0,9,1.6111111111111112,4,4,3.0
iWnn IME for Nexus,TOOLS,3.2,2394.0,Varies with device,5000000,Free,0.0,Everyone,Tools,2014-11-13,Varies with device,Varies with device,14.0,4.0,13.0,0.0,6.0,1.0,1.0,15,3444,115.0,3.0,100,2.0,13,2.66,4,4,4.0
Real Racing 3,FAMILY,4.5,354454.0,71M,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2018-07-02,6.4.0,4.1 and up,15.0,5.0,12.0,71000.0,5.0,1.0,1.0,46,2117,71.0,4.0,6,2.0,9,3.872093023255814,4,4,3.0
OptoDrum,MEDICAL,3.9,10.0,378k,1000,Paid,5.99,Everyone,Medical,2015-05-26,1,3.0 and up,7.0,1.0,0.0,378.0,6.0,0.0,1.0,0,3250,108.0,0.0,1,0.0,2,1.3285198555956679,2,2,2.0
Cook 'n Learn Smart Kitchen,FAMILY,3.5,205.0,62M,50000,Free,0.0,Everyone,Educational;Education,2017-03-06,1.0.4,4.3 and up,10.0,2.0,12.0,62000.0,5.0,1.0,1.0,27,2600,87.0,2.0,1,0.0,3,2.9152542372881354,2,2,2.0
Endless Ducker,GAME,4.5,8193.0,41M,500000,Free,0.0,Everyone,Arcade,2016-09-16,1.0.7,4.0.3 and up,12.0,3.0,30.0,41000.0,4.0,1.0,1.0,42,2771,92.0,0.0,1,0.0,7,3.55188679245283,2,2,2.0
Gun Shoot War Q,GAME,4.2,26893.0,20M,1000000,Free,0.0,Teen,Arcade,2017-03-01,1.0.5,2.3 and up,13.0,4.0,30.0,20000.0,3.0,1.0,3.0,42,2605,87.0,2.0,1,0.0,12,3.55188679245283,2,2,3.0
